id	content	label	words	pred_label
1803	自己把自己给坑了!这玩性我也是服了自己了!可该怎么办?	sad	自 己 把 自 己 给 坑 了 ! 这 玩 性 我 也 是 服 了 自 己 了 ! 可 该 怎 么 办 ?	0
1804	"宝贝儿在隔壁房间收十衣服,突然走过来说:""妈妈,我们再也不用去爬山了,因为我们的衣服已经堆成山了!"""	surprise	"宝 贝 儿 在 隔 壁 房 间 收 十 衣 服 , 突 然 走 过 来 说 : "" 妈 妈 , 我 们 再 也 不 用 去 爬 山 了 , 因 为 我 们 的 衣 服 已 经 堆 成 山 了 ! """	0
1805	我也只是想在周末的时候愉快地去市里转转,不想每次为了挤公交车被挤得想哭毁了一周的好心情	sad	我 也 只 是 想 在 周 末 的 时 候 愉 快 地 去 市 里 转 转 , 不 想 每 次 为 了 挤 公 交 车 被 挤 得 想 哭 毁 了 一 周 的 好 心 情	4
1806	看得出眉眼高低,听得懂好话赖话,分得清轻重缓急,做得好大事小情…	neutral	看 得 出 眉 眼 高 低 , 听 得 懂 好 话 赖 话 , 分 得 清 轻 重 缓 急 , 做 得 好 大 事 小 情 …	2
1807	为了发挥地区经济的优势,充分合理地利用各地的资源,产业的发展应有的放矢。	neutral	为 了 发 挥 地 区 经 济 的 优 势 , 充 分 合 理 地 利 用 各 地 的 资 源 , 产 业 的 发 展 应 有 的 放 矢 。	3
1808	双11真是买不得,这都17号了,还这样呢,得啥时候到啊!	angry	双 1 1 真 是 买 不 得 , 这 都 1 7 号 了 , 还 这 样 呢 , 得 啥 时 候 到 啊 !	0
1809	电梯里算上我总共就咱仨,你秀你麻痹恩爱!	angry	电 梯 里 算 上 我 总 共 就 咱 仨 , 你 秀 你 麻 痹 恩 爱 !	0
1810	"""现在你不觉得更轻松么,何必非要给个名头呢"""	happy	""" 现 在 你 不 觉 得 更 轻 松 么 , 何 必 非 要 给 个 名 头 呢 """	0
1811	世界上最恶心的动物就是胖胖的虫,带眼睛的那种,这么多年连带着讨厌所有的s型动物,好恶心啊啊啊啊!!!!还拍给我看到!!!	angry	世 界 上 最 恶 心 的 动 物 就 是 胖 胖 的 虫 , 带 眼 睛 的 那 种 , 这 么 多 年 连 带 着 讨 厌 所 有 的 s 型 动 物 , 好 恶 心 啊 啊 啊 啊 ! ! ! ! 还 拍 给 我 看 到 ! ! !	0
1812	每天早上醒来都有一件特别特别纠结的事😖就是今天早餐吃什么~~躲在被窝里想想今天吃什么,刷牙洗脸的时候想想今天吃什么,走到了早餐店发现所有能吃的都已吃的够够的拉尼玛我到底今天吃~什~么~	angry	每 天 早 上 醒 来 都 有 一 件 特 别 特 别 纠 结 的 事 😖 就 是 今 天 早 餐 吃 什 么 ~ ~ 躲 在 被 窝 里 想 想 今 天 吃 什 么 , 刷 牙 洗 脸 的 时 候 想 想 今 天 吃 什 么 , 走 到 了 早 餐 店 发 现 所 有 能 吃 的 都 已 吃 的 够 够 的 拉 尼 玛 我 到 底 今 天 吃 ~ 什 ~ 么 ~	0
1813	佩兰我就问一句前场球员位置是不是你特么抓阄决定的让你整个稀恁啊	angry	佩 兰 我 就 问 一 句 前 场 球 员 位 置 是 不 是 你 特 么 抓 阄 决 定 的 让 你 整 个 稀 恁 啊	0
1814	来自巴林的边裁一定是他妈的瞎了艹尼玛	angry	来 自 巴 林 的 边 裁 一 定 是 他 妈 的 瞎 了 艹 尼 玛	0
1815	1999年为城南公园几经修葺,今不仅是瞻仰烈士的纪念地,亦为群众浏览休闲健身的风景区。	neutral	1 9 9 9 年 为 城 南 公 园 几 经 修 葺 , 今 不 仅 是 瞻 仰 烈 士 的 纪 念 地 , 亦 为 群 众 浏 览 休 闲 健 身 的 风 景 区 。	3
1816	一定是我哪里做得不对老天这样对我。	angry	一 定 是 我 哪 里 做 得 不 对 老 天 这 样 对 我 。	0
1818	但是来到西歧后,他不是迫不及待地前去毛遂自荐,而是来到渭水北岸的磻溪(今陕西宝鸡市陈仓区磻溪镇)住了下来。	neutral	但 是 来 到 西 歧 后 , 他 不 是 迫 不 及 待 地 前 去 毛 遂 自 荐 , 而 是 来 到 渭 水 北 岸 的 磻 溪 ( 今 陕 西 宝 鸡 市 陈 仓 区 磻 溪 镇 ) 住 了 下 来 。	3
1819	想炸官方目击都那么多了还不放消息缺栗缺栗缺栗	angry	想 炸 官 方 目 击 都 那 么 多 了 还 不 放 消 息 缺 栗 缺 栗 缺 栗	0
1820	梁枋斗拱精雕细刻,浓描重彩,庄严肃穆。	neutral	梁 枋 斗 拱 精 雕 细 刻 , 浓 描 重 彩 , 庄 严 肃 穆 。	3
1821	lkjhhjkl今天高兴就要黄色	happy	l k j h h j k l 今 天 高 兴 就 要 黄 色	2
1822	夏夜的江渚没有雾腾腾,水浪拍打着岸边冲起白色泡沫,退潮的水泥缝里杂草滋生,有一个人坐在你身边,眯缝着眼看远处水面上的灯标,说着些无关紧要的话,总有一天你会明白当时你不珍惜的终会成为最后你拼命想要的。	sad	夏 夜 的 江 渚 没 有 雾 腾 腾 , 水 浪 拍 打 着 岸 边 冲 起 白 色 泡 沫 , 退 潮 的 水 泥 缝 里 杂 草 滋 生 , 有 一 个 人 坐 在 你 身 边 , 眯 缝 着 眼 看 远 处 水 面 上 的 灯 标 , 说 着 些 无 关 紧 要 的 话 , 总 有 一 天 你 会 明 白 当 时 你 不 珍 惜 的 终 会 成 为 最 后 你 拼 命 想 要 的 。	2
1823	坑爹刚分流完想得太天真,以为我们班只有9个人按照往年指标就能全部留在一附院,现在计划下来了压根就没我们的指标,还要从临床划几个过来,只有四五个,肿瘤方向是第三届,你学校又懒不愿动原来的表格,老是照搬过来,又嫌分流的人越来越少办不下去,就你们这样谁愿意来	angry	坑 爹 刚 分 流 完 想 得 太 天 真 , 以 为 我 们 班 只 有 9 个 人 按 照 往 年 指 标 就 能 全 部 留 在 一 附 院 , 现 在 计 划 下 来 了 压 根 就 没 我 们 的 指 标 , 还 要 从 临 床 划 几 个 过 来 , 只 有 四 五 个 , 肿 瘤 方 向 是 第 三 届 , 你 学 校 又 懒 不 愿 动 原 来 的 表 格 , 老 是 照 搬 过 来 , 又 嫌 分 流 的 人 越 来 越 少 办 不 下 去 , 就 你 们 这 样 谁 愿 意 来	0
1824	打开微博突然出现辣么多人赞和评论,差点吓死宝宝了,不过怎么粉丝也没多一个涅?参考上一条微博~	surprise	打 开 微 博 突 然 出 现 辣 么 多 人 赞 和 评 论 , 差 点 吓 死 宝 宝 了 , 不 过 怎 么 粉 丝 也 没 多 一 个 涅 ? 参 考 上 一 条 微 博 ~	0
1825	因为你让我离开了那些不美好的地方忘记了那些不喜欢的日子,所以我以后就跟着你混啦	happy	因 为 你 让 我 离 开 了 那 些 不 美 好 的 地 方 忘 记 了 那 些 不 喜 欢 的 日 子 , 所 以 我 以 后 就 跟 着 你 混 啦	2
1826	这种狗男女就应该被扔到马群中上演人马交配虐恋史	angry	这 种 狗 男 女 就 应 该 被 扔 到 马 群 中 上 演 人 马 交 配 虐 恋 史	0
1827	在新三国中,刘备曾派一使者去贿赂张鲁的军师杨松,这使者是简雍。	neutral	在 新 三 国 中 , 刘 备 曾 派 一 使 者 去 贿 赂 张 鲁 的 军 师 杨 松 , 这 使 者 是 简 雍 。	3
1828	相片得相册里被清除。怎么到吗微博上这么模煳呢。嘛极薄玩玩	angry	相 片 得 相 册 里 被 清 除 。 怎 么 到 吗 微 博 上 这 么 模 煳 呢 。 嘛 极 薄 玩 玩	0
1829	范德星(1882-1945),字聚奎,广东省合浦县公馆镇南山村人,与陈铭枢是同窗学友,均就读于公馆文治书院(后改建为公馆五中)。	neutral	范 德 星 ( 1 8 8 2 - 1 9 4 5 ) , 字 聚 奎 , 广 东 省 合 浦 县 公 馆 镇 南 山 村 人 , 与 陈 铭 枢 是 同 窗 学 友 , 均 就 读 于 公 馆 文 治 书 院 ( 后 改 建 为 公 馆 五 中 ) 。	3
1830	1y1m16d。2。今天中午妈妈给我做的疙瘩汤,加了西兰花和香菇,我很爱吃,吃的特别好	happy	1 y 1 m 1 6 d 。 2 。 今 天 中 午 妈 妈 给 我 做 的 疙 瘩 汤 , 加 了 西 兰 花 和 香 菇 , 我 很 爱 吃 , 吃 的 特 别 好	2
1831	它是由产业界,用户团体,研究机构和标准化组织开发和定义的。	neutral	它 是 由 产 业 界 , 用 户 团 体 , 研 究 机 构 和 标 准 化 组 织 开 发 和 定 义 的 。	3
1832	不到3天的短短时间,居然掉了三万的粉,真的吓到我了	surprise	不 到 3 天 的 短 短 时 间 , 居 然 掉 了 三 万 的 粉 , 真 的 吓 到 我 了	5
1833	因为太惨,害怕失败,所以选择性忽略是个好主意,相信美好成了恐惧驱赶下的一种信仰。晚安!	happy	因 为 太 惨 , 害 怕 失 败 , 所 以 选 择 性 忽 略 是 个 好 主 意 , 相 信 美 好 成 了 恐 惧 驱 赶 下 的 一 种 信 仰 。 晚 安 !	1
1834	闹心,一天不顺心的事怎么那么多,都想约好了似的赶堆来,当我是超人啊!!!!	angry	闹 心 , 一 天 不 顺 心 的 事 怎 么 那 么 多 , 都 想 约 好 了 似 的 赶 堆 来 , 当 我 是 超 人 啊 ! ! ! !	0
1835	不开心。最喜欢的戒指丢了。大概真的没有缘。	sad	不 开 心 。 最 喜 欢 的 戒 指 丢 了 。 大 概 真 的 没 有 缘 。	4
1836	我错了,一根筋的没想到做t。错了错了😣	sad	我 错 了 , 一 根 筋 的 没 想 到 做 t 。 错 了 错 了 😣	4
1837	20151116香港接机,今日份的兔兔,甜甜甜	happy	2 0 1 5 1 1 1 6 香 港 接 机 , 今 日 份 的 兔 兔 , 甜 甜 甜	2
1838	藏品以西周原始青瓷,汉六朝婺州窑瓷器,宋代金银器,元代龙泉窑瓷器等最具特色,尤以宋代窑藏出土的雕刻人物故事银花牌和金龙为镇馆之重器。	neutral	藏 品 以 西 周 原 始 青 瓷 , 汉 六 朝 婺 州 窑 瓷 器 , 宋 代 金 银 器 , 元 代 龙 泉 窑 瓷 器 等 最 具 特 色 , 尤 以 宋 代 窑 藏 出 土 的 雕 刻 人 物 故 事 银 花 牌 和 金 龙 为 镇 馆 之 重 器 。	3
1839	我就是蠢,为了请假这个事我自己折腾了好久,想了各种理由,连做梦都是怎么请假,结果,今天老板连问都没问,我真是…人啊,果然不要想太多	surprise	我 就 是 蠢 , 为 了 请 假 这 个 事 我 自 己 折 腾 了 好 久 , 想 了 各 种 理 由 , 连 做 梦 都 是 怎 么 请 假 , 结 果 , 今 天 老 板 连 问 都 没 问 , 我 真 是 … 人 啊 , 果 然 不 要 想 太 多	0
1840	如果明天的路你不知该往哪走,就留在我身边做我老婆好不好	neutral	如 果 明 天 的 路 你 不 知 该 往 哪 走 , 就 留 在 我 身 边 做 我 老 婆 好 不 好	0
1841	人呐,不应该做不适合自己的事,可是,什么才是适合自己的,此刻的内心真是上不去下不来	sad	人 呐 , 不 应 该 做 不 适 合 自 己 的 事 , 可 是 , 什 么 才 是 适 合 自 己 的 , 此 刻 的 内 心 真 是 上 不 去 下 不 来	0
1842	大学宿舍的妹子今天结婚,我却在考高微,我的对象难道就是高微了	sad	大 学 宿 舍 的 妹 子 今 天 结 婚 , 我 却 在 考 高 微 , 我 的 对 象 难 道 就 是 高 微 了	0
1843	dym真是个讨厌的家伙,来的时候闹心,不来更闹心,这个月你迟到了整整18天你知道吗?	angry	d y m 真 是 个 讨 厌 的 家 伙 , 来 的 时 候 闹 心 , 不 来 更 闹 心 , 这 个 月 你 迟 到 了 整 整 1 8 天 你 知 道 吗 ?	0
1844	然而,下课了,但是,我还得特么的看课件	angry	然 而 , 下 课 了 , 但 是 , 我 还 得 特 么 的 看 课 件	0
1845	快乐时你不用分心想起我难过时请一定记得联络我❤️	happy	快 乐 时 你 不 用 分 心 想 起 我 难 过 时 请 一 定 记 得 联 络 我 ❤ ️	2
1846	"这种类型网站通常也被形象的比喻为企业的""webcatalog""。"	neutral	"这 种 类 型 网 站 通 常 也 被 形 象 的 比 喻 为 企 业 的 "" w e b c a t a l o g "" 。"	3
1847	受到了1000+点伤害,发图营造的都是不真实。	sad	受 到 了 1 0 0 0 + 点 伤 害 , 发 图 营 造 的 都 是 不 真 实 。	4
1848	当然,对于优先股要求通过的比例越高越好,这样优先股股东的多数意见得到考虑。	neutral	当 然 , 对 于 优 先 股 要 求 通 过 的 比 例 越 高 越 好 , 这 样 优 先 股 股 东 的 多 数 意 见 得 到 考 虑 。	3
1849	笑一个睡觉去,老爹一直在看着我呢	happy	笑 一 个 睡 觉 去 , 老 爹 一 直 在 看 着 我 呢	0
1850	最可爱的人也是最有才的人!爱❤️你们	happy	最 可 爱 的 人 也 是 最 有 才 的 人 ! 爱 ❤ ️ 你 们	2
1851	最近真的运气好好,心想事成,我最讨厌的人今天也调离了我的视线,以后的日子一帆风顺多姿多彩	happy	最 近 真 的 运 气 好 好 , 心 想 事 成 , 我 最 讨 厌 的 人 今 天 也 调 离 了 我 的 视 线 , 以 后 的 日 子 一 帆 风 顺 多 姿 多 彩	0
1852	失眠的夜里,真想把自己给敲晕掉,可是又怕下手重了,不小心敲傻掉,我只想睡着啊啊啊啊啊啊啊	angry	失 眠 的 夜 里 , 真 想 把 自 己 给 敲 晕 掉 , 可 是 又 怕 下 手 重 了 , 不 小 心 敲 傻 掉 , 我 只 想 睡 着 啊 啊 啊 啊 啊 啊 啊	4
1853	又是少女心一不小心膨胀了的一晚哈哈第二次去电影院看了哈哈我的徐太宇还是超帅晚安	happy	又 是 少 女 心 一 不 小 心 膨 胀 了 的 一 晚 哈 哈 第 二 次 去 电 影 院 看 了 哈 哈 我 的 徐 太 宇 还 是 超 帅 晚 安	2
1854	小侄子的半岁照~好可爱~萌萌哒~	happy	小 侄 子 的 半 岁 照 ~ 好 可 爱 ~ 萌 萌 哒 ~	2
1855	去你妈个大西瓜大清早叮叮咣咣跟抄家一样搞什么搞真当宿舍是你家扰人清梦要折寿懂不懂破坏一天好心情	angry	去 你 妈 个 大 西 瓜 大 清 早 叮 叮 咣 咣 跟 抄 家 一 样 搞 什 么 搞 真 当 宿 舍 是 你 家 扰 人 清 梦 要 折 寿 懂 不 懂 破 坏 一 天 好 心 情	0
1856	消息来得太突然,犹如晴天霹雳,不敢相信也无法接受	surprise	消 息 来 得 太 突 然 , 犹 如 晴 天 霹 雳 , 不 敢 相 信 也 无 法 接 受	4
1857	"""科海牌衣康酸是青岛市高新技术产品,国家级新产品。"	neutral	""" 科 海 牌 衣 康 酸 是 青 岛 市 高 新 技 术 产 品 , 国 家 级 新 产 品 。"	3
1858	一大早有定增噶消息,心情美美哒	happy	一 大 早 有 定 增 噶 消 息 , 心 情 美 美 哒	2
1859	让别人依靠会累,但是会让别人看得起。。。那你怎么看?	neutral	让 别 人 依 靠 会 累 , 但 是 会 让 别 人 看 得 起 。 。 。 那 你 怎 么 看 ?	0
1860	有些话就算解释了也会有人鸡蛋里挑骨头诋毁你你得明白大部分的人都见不得别人好落井下石的人永远在马上和你撇清关系的也不会少看戏的观众总是按时出现但是你永远要感谢给你逆境的众生不然怎么会成就日后无坚不摧的你	happy	有 些 话 就 算 解 释 了 也 会 有 人 鸡 蛋 里 挑 骨 头 诋 毁 你 你 得 明 白 大 部 分 的 人 都 见 不 得 别 人 好 落 井 下 石 的 人 永 远 在 马 上 和 你 撇 清 关 系 的 也 不 会 少 看 戏 的 观 众 总 是 按 时 出 现 但 是 你 永 远 要 感 谢 给 你 逆 境 的 众 生 不 然 怎 么 会 成 就 日 后 无 坚 不 摧 的 你	0
1861	我想说,天天早上坐2号线,我迟早会得内伤	angry	我 想 说 , 天 天 早 上 坐 2 号 线 , 我 迟 早 会 得 内 伤	4
1862	如果非要说一天最开心的时候…那只能是在梦里…起码还能做梦有你……	happy	如 果 非 要 说 一 天 最 开 心 的 时 候 … 那 只 能 是 在 梦 里 … 起 码 还 能 做 梦 有 你 … …	2
1863	《象岛》不同于普吉,苏梅这些已经被开发得非常成熟的岛屿,可能是由于没有建机场的缘故,从曼谷前往象岛需要4小时的车程加1小时的轮渡,对于旅游者来说,没有直达飞机,一方面阻碍了人山人海的旅游团前来,另一方面,却意外地保护了象岛世外桃源的原生态热带小岛。	neutral	《 象 岛 》 不 同 于 普 吉 , 苏 梅 这 些 已 经 被 开 发 得 非 常 成 熟 的 岛 屿 , 可 能 是 由 于 没 有 建 机 场 的 缘 故 , 从 曼 谷 前 往 象 岛 需 要 4 小 时 的 车 程 加 1 小 时 的 轮 渡 , 对 于 旅 游 者 来 说 , 没 有 直 达 飞 机 , 一 方 面 阻 碍 了 人 山 人 海 的 旅 游 团 前 来 , 另 一 方 面 , 却 意 外 地 保 护 了 象 岛 世 外 桃 源 的 原 生 态 热 带 小 岛 。	3
1864	七十天咯。刚才看到说,你梦到的人是他在想你。那你是不是天天梦到本宝宝!可是……晚安爱你么么哒	happy	七 十 天 咯 。 刚 才 看 到 说 , 你 梦 到 的 人 是 他 在 想 你 。 那 你 是 不 是 天 天 梦 到 本 宝 宝 ! 可 是 … … 晚 安 爱 你 么 么 哒	2
1865	酒的五条路径:走血,走肝,走肾,走气,走神,也就是饮酒者的五种表现,脸红,脸色发青出虚汗,尿多,话多,犯迷煳。(赵玉平博士语)	neutral	酒 的 五 条 路 径 : 走 血 , 走 肝 , 走 肾 , 走 气 , 走 神 , 也 就 是 饮 酒 者 的 五 种 表 现 , 脸 红 , 脸 色 发 青 出 虚 汗 , 尿 多 , 话 多 , 犯 迷 煳 。 ( 赵 玉 平 博 士 语 )	3
1866	我要挣钱养活自己走遍所有自己想去的地方珍藏生活所带来的一切感受哪怕是自己一个人而已	happy	我 要 挣 钱 养 活 自 己 走 遍 所 有 自 己 想 去 的 地 方 珍 藏 生 活 所 带 来 的 一 切 感 受 哪 怕 是 自 己 一 个 人 而 已	2
1867	折腾了这么久,还是烤坏了好桑心	sad	折 腾 了 这 么 久 , 还 是 烤 坏 了 好 桑 心	4
1868	玻璃换好了,雨刷又这样了,不省心	sad	玻 璃 换 好 了 , 雨 刷 又 这 样 了 , 不 省 心	0
1869	1999年9月,做出了一个大胆选择,暂别演艺舞台,进入了中央戏剧学院进修表演和导演。	neutral	1 9 9 9 年 9 月 , 做 出 了 一 个 大 胆 选 择 , 暂 别 演 艺 舞 台 , 进 入 了 中 央 戏 剧 学 院 进 修 表 演 和 导 演 。	3
1870	传统意义上,历史学家们把第一次有历史记载的奥林匹克运动会开幕日作为古希腊时代的开始。	neutral	传 统 意 义 上 , 历 史 学 家 们 把 第 一 次 有 历 史 记 载 的 奥 林 匹 克 运 动 会 开 幕 日 作 为 古 希 腊 时 代 的 开 始 。	3
1871	小时候,总会有一个梦,梦中父母离奇的离去,而这样的梦,总会有眼泪浸湿枕头。那种惊惧和害怕的心情,每个孩子都会懂得。分离,不会因为你不在意,就不存在。生命中唯一的天使,应该是妈妈。	happy	小 时 候 , 总 会 有 一 个 梦 , 梦 中 父 母 离 奇 的 离 去 , 而 这 样 的 梦 , 总 会 有 眼 泪 浸 湿 枕 头 。 那 种 惊 惧 和 害 怕 的 心 情 , 每 个 孩 子 都 会 懂 得 。 分 离 , 不 会 因 为 你 不 在 意 , 就 不 存 在 。 生 命 中 唯 一 的 天 使 , 应 该 是 妈 妈 。	1
1872	都是我喜欢的手表。😄😄😄😄今天是个特殊的日子。来记录一下。提车回来	happy	都 是 我 喜 欢 的 手 表 。 😄 😄 😄 😄 今 天 是 个 特 殊 的 日 子 。 来 记 录 一 下 。 提 车 回 来	2
1873	1996年8月,撤销晋城市郊区改设泽州县,辖区不变。	neutral	1 9 9 6 年 8 月 , 撤 销 晋 城 市 郊 区 改 设 泽 州 县 , 辖 区 不 变 。	3
1874	今天在吃饭时,心平气和的一个同学商量,能不能以后不要黑我男神,她就一直故意在哪骂,把我当场气哭,做个理智粉不是更好吗?	angry	今 天 在 吃 饭 时 , 心 平 气 和 的 一 个 同 学 商 量 , 能 不 能 以 后 不 要 黑 我 男 神 , 她 就 一 直 故 意 在 哪 骂 , 把 我 当 场 气 哭 , 做 个 理 智 粉 不 是 更 好 吗 ?	0
1875	哈哈!骗早喵是我们的专长啦!今天早点儿休息吧,周五剧场见!仍然会是右站哦!要是能把我的id和人脸对上就更好了	happy	哈 哈 ! 骗 早 喵 是 我 们 的 专 长 啦 ! 今 天 早 点 儿 休 息 吧 , 周 五 剧 场 见 ! 仍 然 会 是 右 站 哦 ! 要 是 能 把 我 的 i d 和 人 脸 对 上 就 更 好 了	2
1876	想说,真是狗日的!!!!养那么多狗干嘛!!!!!真想把你们一个个都……	angry	想 说 , 真 是 狗 日 的 ! ! ! ! 养 那 么 多 狗 干 嘛 ! ! ! ! ! 真 想 把 你 们 一 个 个 都 … …	0
1877	也许每个人都会有自己的孤单心事吧	sad	也 许 每 个 人 都 会 有 自 己 的 孤 单 心 事 吧	4
1878	大半夜的肚子好饿,只能默默去睡觉。。	sad	大 半 夜 的 肚 子 好 饿 , 只 能 默 默 去 睡 觉 。 。	4
1879	从08:00到17:30一整天满课的日子	sad	从 0 8 : 0 0 到 1 7 : 3 0 一 整 天 满 课 的 日 子	3
1880	为什么我昨天9点就睡了,微博却提示我上次读到11.30。我是梦游么~	surprise	为 什 么 我 昨 天 9 点 就 睡 了 , 微 博 却 提 示 我 上 次 读 到 1 1 . 3 0 。 我 是 梦 游 么 ~	0
1881	我最讨厌话密的人!不管男的女的!我就想安安静静游会儿泳!我认识你是谁啊!哪儿特么那么爱搭话啊!闭会儿嘴能死啊!我要有把??全给你们突突了!气死我了!!!	angry	我 最 讨 厌 话 密 的 人 ! 不 管 男 的 女 的 ! 我 就 想 安 安 静 静 游 会 儿 泳 ! 我 认 识 你 是 谁 啊 ! 哪 儿 特 么 那 么 爱 搭 话 啊 ! 闭 会 儿 嘴 能 死 啊 ! 我 要 有 把 ? ? 全 给 你 们 突 突 了 ! 气 死 我 了 ! ! !	0
1882	在朋友圈卖几十万元一只手表的朋友,请问你是凭什么认为我们买得起的	angry	在 朋 友 圈 卖 几 十 万 元 一 只 手 表 的 朋 友 , 请 问 你 是 凭 什 么 认 为 我 们 买 得 起 的	0
1883	"这番注释的确比较符合《道德经》本义,而且又呼应了《道德经》第三十三章的经文:""不失其所者久,死而不亡者寿。"	neutral	"这 番 注 释 的 确 比 较 符 合 《 道 德 经 》 本 义 , 而 且 又 呼 应 了 《 道 德 经 》 第 三 十 三 章 的 经 文 : "" 不 失 其 所 者 久 , 死 而 不 亡 者 寿 。"	3
1884	#消防安全小贴士#《话筒》秋季正是火灾易发,多发的时节,秋季防火注意做到以下事项:1,出门切记关电源。2,电器质量是关键。3,避峰用电是关键。4,冒烟漏电快排险。5,发现火情莫惊慌。6,私拉乱接最危险。7,乱堆杂物埋隐患。8,乱扔烟头最可怕。9,烟花爆竹禁燃放。10,消防设备常检查。	neutral	# 消 防 安 全 小 贴 士 # 《 话 筒 》 秋 季 正 是 火 灾 易 发 , 多 发 的 时 节 , 秋 季 防 火 注 意 做 到 以 下 事 项 : 1 , 出 门 切 记 关 电 源 。 2 , 电 器 质 量 是 关 键 。 3 , 避 峰 用 电 是 关 键 。 4 , 冒 烟 漏 电 快 排 险 。 5 , 发 现 火 情 莫 惊 慌 。 6 , 私 拉 乱 接 最 危 险 。 7 , 乱 堆 杂 物 埋 隐 患 。 8 , 乱 扔 烟 头 最 可 怕 。 9 , 烟 花 爆 竹 禁 燃 放 。 1 0 , 消 防 设 备 常 检 查 。	3
1885	越长大越想回到最初越怕丢失自己的初心	sad	越 长 大 越 想 回 到 最 初 越 怕 丢 失 自 己 的 初 心	4
1886	就不能耐著性子跟人家好好聊天吗!什么时候能学会好好说话好好做人好好聊天	angry	就 不 能 耐 著 性 子 跟 人 家 好 好 聊 天 吗 ! 什 么 时 候 能 学 会 好 好 说 话 好 好 做 人 好 好 聊 天	0
1887	前几天喝个粥,都能发现米虫;几天呢,在菜里发现了头发!必须找服务人员,这怎么处理……	angry	前 几 天 喝 个 粥 , 都 能 发 现 米 虫 ; 几 天 呢 , 在 菜 里 发 现 了 头 发 ! 必 须 找 服 务 人 员 , 这 怎 么 处 理 … …	0
1888	怎么又出现了梦里的场景又要发生什么??	surprise	怎 么 又 出 现 了 梦 里 的 场 景 又 要 发 生 什 么 ? ?	0
1889	没有网络,没有电视,没有大门可出!然而,你们依然这么嗨!	surprise	没 有 网 络 , 没 有 电 视 , 没 有 大 门 可 出 ! 然 而 , 你 们 依 然 这 么 嗨 !	0
1890	人品好根本不用担心被税😜😜日亚三周到厦门,你们的厚又来啦,还有学妹的叶绿素,先吃吃看,觉得不错再多买	happy	人 品 好 根 本 不 用 担 心 被 税 😜 😜 日 亚 三 周 到 厦 门 , 你 们 的 厚 又 来 啦 , 还 有 学 妹 的 叶 绿 素 , 先 吃 吃 看 , 觉 得 不 错 再 多 买	0
1891	我一个女孩子家家容易吗不容易所以呢呵呵哒最后一次ok滚你的	angry	我 一 个 女 孩 子 家 家 容 易 吗 不 容 易 所 以 呢 呵 呵 哒 最 后 一 次 o k 滚 你 的	0
1892	为什么我觉得我有那么一点点痴呆呢天天吃的烧麦,今早还在路上叨咕烧麦烧麦的..一到店里我竟然忘记它叫什么了..一个劲的这个这个...怎么都想不起来它叫什么	angry	为 什 么 我 觉 得 我 有 那 么 一 点 点 痴 呆 呢 天 天 吃 的 烧 麦 , 今 早 还 在 路 上 叨 咕 烧 麦 烧 麦 的 . . 一 到 店 里 我 竟 然 忘 记 它 叫 什 么 了 . . 一 个 劲 的 这 个 这 个 . . . 怎 么 都 想 不 起 来 它 叫 什 么	0
1893	荆林波,研究员,现为中国社会科学院财贸所副所长,兼任信息服务与电子商务研究室主任,服务经济与餐饮产业中心主任。	neutral	荆 林 波 , 研 究 员 , 现 为 中 国 社 会 科 学 院 财 贸 所 副 所 长 , 兼 任 信 息 服 务 与 电 子 商 务 研 究 室 主 任 , 服 务 经 济 与 餐 饮 产 业 中 心 主 任 。	3
1894	不经意的一句话都能刺痛她,瞬间刨出已深埋千年的伤疤,一缕缕摊开,无情的反复鞭打直至歇斯底里的爆发!交流要战战兢兢,如履薄冰。如果这不是病态的自尊心那就是神经病!|运城·盐湖...	angry	不 经 意 的 一 句 话 都 能 刺 痛 她 , 瞬 间 刨 出 已 深 埋 千 年 的 伤 疤 , 一 缕 缕 摊 开 , 无 情 的 反 复 鞭 打 直 至 歇 斯 底 里 的 爆 发 ! 交 流 要 战 战 兢 兢 , 如 履 薄 冰 。 如 果 这 不 是 病 态 的 自 尊 心 那 就 是 神 经 病 ! | 运 城 · 盐 湖 . . .	0
1895	早晨看到喜人的体重,整个人一天都会有好心情	happy	早 晨 看 到 喜 人 的 体 重 , 整 个 人 一 天 都 会 有 好 心 情	2
1896	早上宝宝打电话,说她想喝水,我说,水就在你身边,你直接可以喝,她说要喝热的,我说开关一拨,就热了,她说睡着不想动,这以后宝宝咋办呀!,啥时候懂事呢!哎!	sad	早 上 宝 宝 打 电 话 , 说 她 想 喝 水 , 我 说 , 水 就 在 你 身 边 , 你 直 接 可 以 喝 , 她 说 要 喝 热 的 , 我 说 开 关 一 拨 , 就 热 了 , 她 说 睡 着 不 想 动 , 这 以 后 宝 宝 咋 办 呀 ! , 啥 时 候 懂 事 呢 ! 哎 !	0
1897	凯传同志对待创作任务认真严肃,一丝不苟。	neutral	凯 传 同 志 对 待 创 作 任 务 认 真 严 肃 , 一 丝 不 苟 。	3
1898	两个耳朵肿到快掉了,可是哀家脸起身去买panadol的力气都木有	sad	两 个 耳 朵 肿 到 快 掉 了 , 可 是 哀 家 脸 起 身 去 买 p a n a d o l 的 力 气 都 木 有	0
